Comments	Pardis	Mina	Yasmin	Average	P_Deviation	M_Deviation	Y _Deviation	P_mislabeling	M_mislabeling	Y_mislabeling	Natalie	Labels	
"Well, this is not a follow up to anything, but a question. How do you bring yourself to believe that your life still has any purpose at 60, when you can't feel anything, There have been so many roadblocks to all your goals and dreams, that you just say, why try? There is not one single human being that actually gets any of what I experience, everyone is a minimizer, suck it up is the advice, so why even try, why get out of bed and try. Faking is hard work and it deplets you. Where to go from here?????	4	4	3	3.666666667	0.3333333333	0.3333333333	0.6666666667					3.666666667	
"I get it. Feeling nothing is good. Feeling as though you have been ripped apart and recognising at that age that your whole life has been based on a false assumption is even worse. Trust me I have had both and I much prefer the former. At least that's liveable - the second one isn't. People say thay being yourself is the only way to live your life, but what if being yourself is the cause and the result of your pain? Have you ever asked yourself that? Faking takes effort but at least you aren't hurt over and over again and living in hell.	5	5	4	4.666666667	0.3333333333	0.3333333333	0.6666666667					4.666666667	
People say seek help. What help? 6 months for waiting for an NHS appointment? It's all c..p. If you can't manage on your own in this life you might as well end it. Struggle, pain and still loneliness and stuck. No one cares. Why should you or I?	5	5	4	4.666666667	0.3333333333	0.3333333333	0.6666666667					4.666666667	
"You've couldn't have said it any better same here I'm just tired	1	0	1	0.6666666667	0.3333333333	0.6666666667	0.3333333333					0.6666666667	
"i know this is old, and probably won't be seen, but a desperate google search found this and i don't know if i've ever related to anything more. of course, i say that to everything, but i think i mean it. i always feel so tired. i never really feel anything. i love my gf, and shes amazing, but nothing helps when i'm alone and feeling worthless. i messed up a huge opportunity that i just got, and now i'm forced to back down a level from what im used to, and i feel like a huge failure. i don't know what i want to do, i don't have any plans, the summer is coming up, and i have to make some huge decisions that i'm really scared of. the only thing i can think of to say to you is that if you have helped somebody, they will be happy to support you. if you have helped anyone at all, ever, you have more worth than you could ever imagine. you helped me, right here, so there you go. you're probably still going to be tired, and feeling like a burden, but you have to pretend to enjoy things, and eventually, you will.	4	4	4	4	0	0	0					4	
"Hi elyse nice to meet you. You are right this post is old. Why not start a new post to ensure everyone sees it and can try and help you? x	0	0	0	0	0	0	0					0	
"This might sound very hard to believe, I've been around to many friends and family who feels like you or chmically depressed and more than that, I don't know why but I am feel like adding my advice but I thought I can share some of the success in my family after long time feeling like you do, don't feel bad those things happen for no reason too.	2	1	2	1.666666667	0.3333333333	0.6666666667	0.3333333333					1.666666667	
Well my suggestion and my experience from my loved once somwed me that having to look in to things that feel too much to do can sometime help.	1	0	0	0.3333333333	0.6666666667	0.3333333333	0.3333333333					0.3333333333	
Everyone who has/had depression managed to travell to a place where they can give so much for noting, like working abroad in sunshine country, the rewards are amazing, take off time from work, Sabatical leave for a year to travell the world, if you can't affored to do that, work for NGO in Africa, South Amarica, India, the list goes on, there will be ajustment needed but its so much exciting to see the world and help others, if you don't like it you can come back, few people I know in my family benefit from this things, now most us help and get paid to do what we love to do, the depresson or been unhappy life style here in Western country is for a reason. Simple life style with reward can be much bigger happier feeling than routin life.	0	0	0	0	0	0	0					0	
Just saying, i am not professional I just have my own experiene, I live in London, so many people from my community become depressed here in UK, for no reason, they have a job, family love, friends and good social life if they wanted too but they seem to be happy when they go back to help and work.	0	0	0	0	0	0	0					0	
Job isn't hard to find in a developing country as skills are in demands, or work for charity organisation where they can cover basic expence then give back & see the world, i garanty you you will have such diffirent approch to life.	0	0	0	0	0	0	0					0	
Sorry about my writing, English is not my first languge :-) make bold decissions	0	0	0	0	0	0	0					0	
"I know how you feel. I've just turned 62 and I'm just so tired of the constant repetition of it all - it's the same old thing day after day after day after day - I'm just so tired of brushing my teeth, dyeing my hair, doing the washing up, cleaning the kitchen floor etc etc etc etc - it's just an uphill struggle on a downhill slope - I just can't be bothered to even exercise anymore - and then look in the mirror and feel depressed about the whole ageing process - body is going to pot and I've developed bingo wings - the only thing that really keeps me going is the love that I have for my cats.	5	5	5	5	0	0	0					5	
"Where you the middle child? Or from a large family? Adopted? Where your parents depressed or did you live in a family that didn't socialize with there chikdren?	0	0	0	0	0	0	0					0	
I believe we grow up thinking this is how life is suppose to be. Now some of us have to make a choice when we have bankrobbers, killers, child molesters, and ect, ect.	0	0	0	0	0	0	0					0	
"your text, seems un natural , please excuse if I appear ((no spell check) tarraa!	0	0	0	0	0	0	0					0	
"I realise this post was 1 year ago... But I feel exactly the same. It's just the way I am, I had my spirit shattered.	4	4	3	3.666666667	0.3333333333	0.3333333333	0.6666666667					3.666666667	
"Hello rsjg,my name is mary ,came across this while I was reading this forum,have depression since age 52,medication helped for 5 years now age 59 and its back ,trial and error looking for something that might work. Interested in what your saying about LIFE, dont know if there is a god ,was conditioned in my younger day's about it ,but for many years have a lot of questions on this matter. Cant get my head around why anyone would create a body so complicated ,its to much of a struggle. must say learned a lot through negative experience,and had some happy times. I dont think anyone can answer the question as to why we are here ,or meaning for that matter. understand where you are everything seems pointless ,everyone is suffering in some way ,the point of life realy DONT KNOW	5	5	5	5	0	0	0					5	
"I feel very similar. I have no real reasons to be so hopeless, yet, I am. I want to die. I cannot wait to leave this plane of existence. I'm ready to move on. I am 37.	5	5	5	5	0	0	0					5	
"When I saw this as cheesy as it sounds it was like reading everything I was thinking but not being able to put it into a way that made sense. I am really sorry to hear you are feeling like this and although you may not believe so you can always find some way to get better I dont know what it is but I always feel drained and have no motivation to try anymore. I know how you feel when you say you think your boring and negative and socially useless and thats when I find it hard to understand why the only 2 friends I have would even want to know me. It was hard to read the part where you said it wouldnt effect your family 100% because even not knowing your family I know they would be more than devestated. I think I can relate to where your coming from so please just know that nobody would be better off without you and I imagine you are extremly loved I hope I didnt offend you in any way and I hope you will feel better.	3	3	3	3	0	0	0					3	
"I can absolutely relate I have absolutely no reason to ask for death but want it. I am just tiered of watching life go by with no interest I've done what I've wanted to accomplish there is no reason for me to continue watching	5	5	5	5	0	0	0					5	
"I feel literally exactly the same, everything you've said is exactly how I feel. Although I have yet to experience the whole job thing, relationship thing and medication thing. I'm 16 and literally about to start college and I've had these thoughts for a year or two, I guess I got tired earlier in life, props to you for getting through it all for so long, not sure if I'll be able to make it long enough to get a job. The only thing keeping me here is because I don't want to make my family and friends suffer because of me, I wish I could make them understand and accept it and let me go through with it...	4	4	4	4	0	0	0					4	
"I never reply to posts but I could have written this! Also a teacher, used to work in corporate, never seem to find happiness. Feel like there's no time for me and almost every moment of my life is dictated by someone else.	3	4	3	3.333333333	0.3333333333	0.6666666667	0.3333333333					3.333333333	
I wish you luck in your search. As I continue to search for ways for me to learn about me. I'm beginning transcendental meditation which I did when I was younger and found then, I was much happier. Best wishes. Perhaps look into it.	5	5	5	5	0	0	0					5	
"Hi their I know this post is quite old but I've recently just stumbled across it because I'm struggling with pretty much the very same thing you have described in this post and it has resonated with me so much that I couldn't have described my problem any better myself. I'm very similiar in that I'm tired with life, of pretending to feel a certain way, to appear confident or happy when you really aren't and then just feeling like what's the point. I used to have passion before with art and was creative and depression struck me and after that I've just constantly been fighting to get my old self back again.	5	5	5	5	0	0	0					5	
I know my story is slightly different than yours as I have suffered depression prior and that has brought on these feelings but I really feel for you as I understand, and ultimately just wanted to know how you havec coped and have you found a way to feel more at peace with yourself? I'm constantly always trying to push myself to do what I used to love but then feel tired time and time again. Would love to hear your response.	5	5	5	5	0	0	0					5	
"I have not found peace nor have I found meds that work and I refuse to go to a counselor again for them to say you need to change who you are to get better well what's the point in living anyway if you can't be yourself. So as of now I struggle everyday to manage my responsibilities solely for my kids	5	5	5	5	0	0	0					5	
"Hi it's not changing who you are as a person. Counselling helps you to understand and explore issues in a safe place and will help you to see things from a different angle. You will learn to understand your motivations and see where negative thoughts and feeling come from.	0	0	0	0	0	0	0					0	
It's not you who needs to change per se but some of your behaviour might have to otherwise you might never get better. x	0	0	0	0	0	0	0					0	
"I understand what your saying I have been hospitalized for a month in the past and to several different counsellors and it has all come down to me changing who I am and what I do . Who I was is how I would like everyone to remember me not who someone else says how I should. But that's just my opinion. All that stuff I'm sure works for others It is just not what I'm prepared to do anymore	5	5	5	5	0	0	0					5	
"Dear Tired,The feelings may never go away completly .No amount of positive confession,denial,scriptures or affirmations can stop the feelings felt through our own thoughts .Our minds really know how to get the best of us.Its no fun living with the flaws weve been dealt with to survive this life.Sometimes suicide seems like an answer even if we know we wouldnt go through with it.To not exist seems comforting.If you have reached that place of being tired then it shows growth and could be a good place to be.Go to the next step and and recognize you can be happy""there is no way to happiness happiness is the way"".We are not our thoughts and dont have to be yanked around by them.It is my hope you become free.	2	1	1	1.333333333	0.6666666667	0.3333333333	0.3333333333					1.333333333	
"I get it. Everything and nothing all at the same time. Always a positive influence with no lasting affect. Guilty because you have more than most. Everything everyone says you've already heard or know. Just want not to be tired.	0	0	0	0	0	0	0					0	
"I've just signed up for this forum and came across your post which I see is from over a year ago, Wow... How it resonated with me, you have put into words what I have felt for years but have never been able to fully express to anyone (family and freinds just don't seem to get it). It's not to say that I'm never happy or that I am miserable all day every day, those fleeting ""happy moments"" do grace me with their presence now and again, my problem is that I feel undeserving of being happy. I push the people that care for me away (the whole being a burden aspect) and in my experience there is ultimately going to be some or other disappointment and I am not emotionally equipped to deal with constant disappointments. I am not an emotional person, no typical tears and break downs... Instead, I bottle EVERYTHING up, push people away and end up hurting the ones that care for me (my family, friends, ex-boyfriends), I've become a bit of a loner because I feel I don't want to pull other people into the silent mess I feel I have become. My mind works over-time, 24/7, I over-think and over-analyze everything and I beat myself up for being... Me.	4	4	4	4	0	0	0					4	
I was dating someone, we were together for 3 years and as much as he drove me crazy, I managed to open myself up and fall hopelessly in love... But as the story goes, I always felt he was too good for me. Over the duration of the 3 years, I sabotaged my own happiness, picked unnecessary fights and ultimately pushed him away, or forced him to leave should I say. Family and friends are always so willing to offer their support and be a shoulder to cry on etc but I slap that fake smile on and pretend I am just fine (fake it till you make it).	4	4	3	3.666666667	0.3333333333	0.3333333333	0.6666666667					3.666666667	
The past couple of months I have been going out with friends, trying to get some semblance of ""normality"" back and on a handful of those occassions I ended up having a bit too much to drink. It almost feels as if there is this other person inside of me that comes, I'm fun and jovial, loveable and flirtatious (obviously the lowering of inhibitions), I dance and drink and have a relatively good time. The problem is that I then wake up the next day with a bit of memory loss and assume I've embarrassed myself to the highest degree, spend a week or 2 thereafter beating myself up for being so stupid and wishing the world would swallow me up.	2	4	2	2.666666667	0.6666666667	1.333333333	0.6666666667					2.666666667	
Everything just feels like a vicious cycle and I've put myself on auto pilot, just going through the motions from day to day and not really living despite the fact that I am alive.	3	3	2	2.666666667	0.3333333333	0.3333333333	0.6666666667					2.666666667	
"I don't really know what to say , I'm bad with words but I feel what u are saying I'm similar	0	0	0	0	0	0	0					0	
"Thank you Dinamusumeci Sometimes it's a small confirm to just know that we are not alone, fighting our daily demons	1	1	1	1	0	0	0					1	
"I can relate to most of whaat you say, major differenc being I've been married for over thirty years, usually very supportive husband, we're still together but at the moment more like housemates. We both have health problems. Mine is on the mental side, been treated for depression for many, many years. Abused when young and disastrous teenage years.	5	5	5	5	0	0	0					5	
Never feel good enough. Feel stupid, say odd things, sometimes make silly comments which can offend, not really much of a mum or wife. Expecting all the time that the world is going to come tumling down, that my husband will find someone else. Have been drinking too much for over 5 years, oh I could go on.	3	4	4	3.666666667	0.6666666667	0.3333333333	0.3333333333					3.666666667	
When does it end.............	1	0	0	0.3333333333	0.6666666667	0.3333333333	0.3333333333					0.3333333333	
"I can relate hun	0	0	0	0	0	0	0					0	
I am not entirely happy and sometimes I feel as if things will never improve get better for me and for my 32 year old son	3	3	3	3	0	0	0					3	
I don't have any friends not one and to be honest I don't really care and I don't need friends	2	2	1	1.666666667	0.3333333333	0.3333333333	0.6666666667					1.666666667	
I'm no professional but I will tell you this...	0	0	0	0	0	0	0					0	
Before you can be completely content and happy with yourself you have to love yourself first and I haven't always loved myself and that goes for being in a relationship as well	2	2	1	1.666666667	0.3333333333	0.3333333333	0.6666666667					1.666666667	
Before you can truly love someone you have to love yourself and be content with yourself as well	0	0	0	0	0	0	0					0	
i am 52 years old and for years I've felt worthless and so unhappy	4	4	4	4	0	0	0					4	
I'm not entirely happy but I've accepted life for the way it is	2	2	3	2.333333333	0.3333333333	0.3333333333	0.6666666667					2.333333333	
No one can make you happy til you make yourself happy does that make sense?	0	0	0	0	0	0	0					0	
I have daughters I don't see nor talk to anymore and why?	1	0	0	0.3333333333	0.6666666667	0.3333333333	0.3333333333					0.3333333333	
My youngest daughter has wished me dead and has threatened to hurt me and why?	1	1	0	0.6666666667	0.3333333333	0.3333333333	0.6666666667					0.6666666667	
She is mentally retarded and bi polar that does not excuse her actions	0	0	0	0	0	0	0					0	
My other daughter the last time I saw her was about 4-5 years ago she was in a mental hospital for being emotionally and mentally disturbed	1	1	0	0.6666666667	0.3333333333	0.3333333333	0.6666666667					0.6666666667	
And I was good to my kids and use to blame myself but realized it wasn't my fault	1	0	0	0.3333333333	0.6666666667	0.3333333333	0.3333333333					0.3333333333	
I wish you the best and will keep you in my prayers ok	0	0	0	0	0	0	0					0	
"I know how you feel - just tired of it all - don't know what to say apart from I'm the same.	1	1	1	1	0	0	0					1	
"I can't help but identify with this, to a bizarre proximity, to the point of almost being able to copy and paste half of it into my own words.	0	0	0	0	0	0	0					0	
I too have always been pretty useless socially, perhaps in part due to my abilility to see people's true feelings despite their words, and to pick up on and reflect their own insecurities. People don't seem to like this!	3	3	2	2.666666667	0.3333333333	0.3333333333	0.6666666667					2.666666667	
I too had a normal upbringing, without any damaging experiences or reasons for my inability to function in life like everyone else.	3	3	3	3	0	0	0					3	
I too have gone through education easily and i have a high level of intelligence. This is not self-importance nor vanity; my entire family are highly intelligent and they are all high-acheivers.	0	0	0	0	0	0	0					0	
But I too have never enjoyed life, and have always felt that it was more tiring than it was enjoyable. I have never felt that anything I did I ever really cared about.	4	4	4	4	0	0	0					4	
I have always felt like I am a fake, an imposter, that I'm not really worth anything, and that I do not deserve to burden anyone by asking them for anything.	4	4	4	4	0	0	0					4	
I would kill myself except that I have no particular wish to die. I don't enjoy living in any way, but death seems to me to be a waste, as well as that fact that i do not wish to hurt my family, and to be entirely frank I'm not exactly sure that what may come after would be any improvement.	3	4	4	3.666666667	0.6666666667	0.3333333333	0.3333333333					3.666666667	
I have the same feeling of always having to keep up a front, never being genuine, nor revealing myself to others. I can see beneath their skins, yet no one seems to see beneath what i wish them to. It is so exausting trying keep it all up, and yet i am incapable of dropping it.	2	2	2	2	0	0	0					2	
I am seeing a psychotherapist intermittently, but it so tiring that i find myself giving up on it. I cannot even drop the front with them, no matter how honest I am.	5	5	5	5	0	0	0					5	
I can't go on and my life is crumbling. I barely leave the house anymore and my life has ground to a halt. I cycle between momentary episodes of tremendous hope, as I imagine a possible future of normalacy, which vanish as I realise how fleeting my vigour is, and reality comes crashing down on me, threating to leave me numb to everything.	4	4	3	3.666666667	0.3333333333	0.3333333333	0.6666666667					3.666666667	
And now i prepare to be dismissed as overly melodramatic, mentally unstable, ignorant or unintelligant.	4	4	5	4.333333333	0.3333333333	0.3333333333	0.6666666667					4.333333333	
I know how you feel because I have the same feelings (always have had) I'm 62 now and still feeling the same way.	0	0	0	0	0	0	0					0	
You could try - this is what I do in order to make live a little less futile - take in a couple of shelter animals and give them the best life that you can.	1	0	0	0.3333333333	0.6666666667	0.3333333333	0.3333333333					0.3333333333	
Unfortunately you cannot change the world, you cannot change your view of the world but you can change the world for them - it also gives you someone to love and someone to get up for in the morning.	0	0	0	0	0	0	0					0	
Do not think for one minute that you are a 'burden' for you are not - I think you need someone to live for - you cannot expect that from a human being as that is too much for them to bear - but an animal is quite happy to bear the burden of being your reason for living.	0	0	0	0	0	0	0					0	
I hope the above helps it's how I keep going.	0	0	0	0	0	0	0					0	
Liz and her three cats	0	0	0	0	0	0	0					0	
"I wish i could help you. I hope you are doing well now.	0	0	0	0	0	0	0					0	
"My friend,	0	0	0	0	0	0	0					0	
Life is not the meaning of knowing how perfect any human being could be. We all are imperfect being by default. Some became more imperfect by trying to fix the problem of one's own life . Where as some are suffering to find solution for other. Life cannot teach a single person to be perfect through man made 7 tips to be perfect. Therefore, I believe that this world itself is imperfect, and no human being who is from down can fix the problem of this world. Every person is searching or seeking some one to fix one's own life problem. In nutshell how can we be happy, Happy is not to withdraw oneself from the norms of the life or to withdraw from the society. Read new/old literature you will find that people thought to be become perfect. But honesty is no one is too perfect to make some body perfect being. But the truth is no one can find the answers of all the problems of the earth. So seek the wisdom from above and look into the whole humanity, I tell you no person from the earth could fix his/her problem. But donot be disappointed and depraved by isolating yourself from the whole community. But look up and find there is only one who came from up can fix the problem of your innerbeing becasue he came from above and can live within you. If you search that truth from the bottom of your heart. He is quite near to you and lives within you. I am talking about the truth that can set you free.Why you are suffering and not seeking the help from above.Once the strength and wisdom is poured to you from above, only then you will find the resourecs from within the world system.... medication, professional health. Don't look for the friends of Job. Go into the society and find any person who loved are is still living who is/was 100% perfect. My personal proposal for you is first seek within yourself, know yourself and look for the one whose name is above all names.	0	0	0	0	0	0	0					0	
I would like to listn to your current situation if you don't mind,	0	0	0	0	0	0	0					0	
"What do you want to know? I doubt there is anything new I could add that I've not written above, hence why I don't write on here now.	0	0	0	0	0	0	0					0	
"Don't know why I'm writing about this and really don't know how I found my way here . But I read your story of life and feeling down and pretty much a future burden on loved ones and I have the exact problems I felt like I could of wrote it word for word . I hope for better days everyday I wake up and want positiveness and try to fight negativity but it consumes me always and my persona of looking happy and not all messed up around my loved ones has taken a toll on my mind and body . It's hard to please everyone and even if u can they can never get the true purpose of why. Respect honor friendship with no judgement on talk and being out going .i have lost a lot of things in life big house nice trucks properties . Went through a divorce and went from wakeing up everyday and seeing my beautiful daughters as they woke up and being with them every moment of there life , to seeing them every weekend if I'm not to busy at work seeing them dureing week putting up a persona and a good environment every time there with me it is so hard . I lost my nephew to hit n run driver at same time as my divorce and I have never recover from either really . But my depression or whatever it is keeps me in solitude I want no contact with anymore people than I have to , and it is sad because I love most people and look for honor and respect . Maybe to much sometimes , these feelings have been with me for as long as I can remember even as a teenager and they have become out of control I would say now that I am older . Don't want pity or anything just hard to wake up tomorrow and put my mask on only to take it off before days end . Hope for better feelings about life and helping others .	5	5	5	5	0	0	0					5	
"My goodness me, for the first time in my life I have found someone able to articulate my exact same feelings. It's like an emptiness, a lack of drive, not a sadness as such, just complete lack of purpose. And as you so rightly say, all the imprecations of others, like looking at your blessings etc, have the opposite effect. Makes us feel even worse about moaning or complaining. I don't have an answer, and i very much doubt that there IS an answer. At least I know now that I am not alone. Thank you.	4	4	4	4	0	0	0					4	
"I have been afflicted with these feelings and issues for the vast majority of my life. I find myself falling into the same self defeating patterns that you describe and having a lackluster outlook on life and living in general. But I remember the times when I was happy, the times when things seemed to make sense and feel right. There were certain conditions being met in all of those circumstances, not all at once or in any particular order but those conditions were as follows.	3	4	3	3.333333333	0.3333333333	0.6666666667	0.3333333333					3.333333333	
1. Doing something constructive with a tangible and productive outcome.	0	0	0	0	0	0	0					0	
2. Doing something that immidiately benifeits myself or someone I care about.	0	0	0	0	0	0	0					0	
3. Doing something that has lasting positive benifeits and effects on my own living conditions or those of someone I care about.	0	0	0	0	0	0	0					0	
4. Doing something new and challenging that I beleive will lead to tangible positive effects for myself and or others.	0	0	0	0	0	0	0					0	
After analyizing these conditions for happyness in me I realized that these are the things that human beings are meant to do. We are meant to seek personal or familial enrichment through hard work and adventure seeking. In the days of our ancestors when the work that you did gave a direct result of how good your life was it was easy to find fulfillment. When we were able to strike out into the world and make it as we saw fit with our own 2 hands and imaginations for ourselvs and our loved ones we were fulfilling our purpose and thus had no reason to be depressed. It is this modern societal construct that is failing us, Human beings were not meant to live in this way! We were not meant to be shackled by any rules, laws and obligations that we did not choose for ourselves! I want to point at a horizon and go as far and as fast as i can in that direction then settle down any damn place i please to nurture myself and my family! I want to learn about anything that takes my interest simply by watching/listening and trying! That is the freedom we are meant to have and THAT is the only way of life that will make a healthy human being! Untill these great societies of ours recognizes these basic human needs whe will continue to circle the drain and more and more people will grow ravenous as these needs continue to go unsatisfied untill eventually it will all collapse in chaos and people are FORCED to live in those ways simply to survive and to rebuild, just like our ancestors.	0	0	0	0	0	0	0					0	
"I would advise you to do some breathing exercises. They Help. Drink a lot of water. Begin your day with a slow pace. Study the benefits of cold showers for your condition. Try to join team sports like football or what ever.	0	0	0	0	0	0	0					0	
Wishing you the best.	0	0	0	0	0	0	0					0	
"I feel the same. I'm just so tired. No sappy stoey here. I just think I am ready to die now.	5	5	5	5	0	0	0					5	
"Hi friend..I do not care either..I have no one in my life that does not want something off me..Thier motives to help me are never truly altruistic.All I want to do is get my health better but I am never given much opportunity. I know from reading others issues it helps with your own..I hope things work out..If you bring things back to basics it always seems to help me..excercise..food..mental stimulus.	4	4	5	4.333333333	0.3333333333	0.3333333333	0.6666666667					4.333333333	
I'm not going to sugarcoat. Here is the truth based on my experience: you are not going to find happiness or what you are looking for. I didn't. After reading all your posts, I see that you are a little similar to me in how you feel. But I'm in much worse situation. The older we get, the worse it gets.	4	4	3	3.666666667	0.3333333333	0.3333333333	0.6666666667					3.666666667	
I have searched every option, and found no solution. I think it is in genes. Depression will stay till we are breathing. So based on my experience, there is no way to get out of this. The only things I found that would take me, for few hours or short time, out of this miserable situation are the no-no stuff that knocks one out. Life is meaningless, boring, depressive, and unfair.	5	5	5	5	0	0	0					5	
"I am sorry to hear that you feel like I do. I just want to say that I totally agree with you and I'm stuck here living this life too. It's too bad we have to live a life that is so unhappy.	3	2	2	2.333333333	0.6666666667	0.3333333333	0.3333333333					2.333333333	
"U r absolutely right.i have same feelings and thinking.but i want to enjoy my life i want to feel the beauty of life as the people around me..plz anybody help me	1	0	3	1.333333333	0.3333333333	1.333333333	1.666666667					1.333333333	
Ok	0	0	0	0	0	0	0					0	
Hope you are still with us..an i mean us...The people that suffer fron clinical depression..	5	5	5	5	0	0	0					5	
Now I know I am about to open a can of worms here but .....feeling down or feeling ""blue"" isin't depression.	0	0	0	0	0	0	0					0	
Each person ...is different and unique ...and almost always has a ""straw that broke the camel's back""	0	0	0	0	0	0	0					0	
"At the beginning of 2016 I met someone and fell in love with her. The year has been the best of my miserable life. In December an old boyfriend arrived uninvited at the door and her reaction to him disturbed me in the sense that she was obviously not over this previous relationship.	3	0	0	1	2	1	1	INVALID			3	3	
Later in December her 33 year old daughter who lives a distance away started verbally and emotionally abusing her mother. This developed to the point where my partner was completely traumatised by the constant abuse.	0	0	0	0	0	0	0					0	
I suggested, as did other friends and family, that the daughter get help from a professional. My partner seemed reluctant to admit that her daughter may have a mental issue but eventually suggested to her that she would go to where she lives and help her to get the help she needs. Eventually that is what happened.	0	0	0	0	0	0	0					0	
My story in all of this is that I have been divorced three times previously and had numerous relationships - all fairly short (around a year). Five of those ended as a result of a child, albeit they were all adults, and over the years I have felt more and more useless as a partner. I have always been banned from interfering.	2	2	2	2	0	0	0					2	
I am now living with my eldest son and his partner which is hardly ideal but it is a roof over my head. I cannot imaging going on like this and since I have had all sorts of health issues myself for which cardio and chest investigations have been done without any result I really cannot see any reason myself staying on this earth for any longer.	5	5	5	5	0	0	0					5	
It is as if my time here is spent and I wish something would happen to end it all. I do not have the courage to try suicide.	3	3	4	3.333333333	0.3333333333	0.3333333333	0.6666666667					3.333333333	
I am very angry about how this last relationship ended as there was nothing we could do about it. I feel totally dead inside.	4	4	2	3.333333333	0.6666666667	0.6666666667	1.333333333					3.333333333	
"Feel much the same but you know what, the problem is that there's no solution but miracle or death and I believe that the second one is more likely. I don't wanna sound like I'm too gloomy and pessimistic, no not at all, but There comes a point in life or at least in my life that you .....	3	2	2	2.333333333	0.6666666667	0.3333333333	0.3333333333					2.333333333	
"I pretty much feel the same. I am just tired of these little unfortunate events that happen to me everyday. Like a si oke task (steps a to b), something will just happen and the task would be complicated (making it steps a to e). get me? and seeing good things happen to bad people. I have been a victim of some of them. I tried to help soneone and she gets away with my money. My family treat me as others bec I am highly introverted. And friends who are just there when they need you and during good times. I try to be positive and optimistic but now I am just tired.So tired. No hope left in me.	2	3	2	2.333333333	0.3333333333	0.6666666667	0.3333333333					2.333333333	
"Tired is something I now a lot about. Caring too much is tiring as is thinking too much and then not caring. Everything i have read here is the same as what I feel and have gone through also. People leave i feel lost alone and just plain tired have little or no feeling for anything and jusmp onto diff things at the drop of a hat	3	3	3	3	0	0	0					3	
I feel for you i really do. check out Athur Janov primal scream no, not a self help book it's real and cuts to the bone of why we feel the way we do..but alas nothing worked CBT NLP midfulness etc nothing at all, I am a consultant and quit my role i left my long term partner he wasn't that bothered really. I lost my dad and i am floating in my head like some wind that is just passing through	5	5	5	5	0	0	0					5	
So i know what it feels like alone lost tired - not a great thing to be huh	1	2	1	1.333333333	0.3333333333	0.6666666667	0.3333333333					1.333333333	
Easy on yourself and just let it be	0	0	0	0	0	0	0					0	
"I just want to say that, yes, I HAVE NO GOOD REASON and I am depressed. I have been depressed since age 18 as I can remember...it's just how I am...I have no good ""excuse"" and that can make it feel worse because your pain feels unjustified and that feel shameful. I don't know why some people are like this (like us) but you are not alone. I am sorry for your pain. Truly.	5	5	5	5	0	0	0					5	
"Give me ur whatsapp number.i want to know details because i have same problem	1	0	0	0.3333333333	0.6666666667	0.3333333333	0.3333333333					0.3333333333	
"It's been a few years since post. I was searching around and came across this post and was wondering how things are going	0	0	0	0	0	0	0					0	
"Me too, coming to the conclusion that after all a/d trials i am left with this for life. At least i had several good years beforeit hit. Love to find an answer though	5	5	5	5	0	0	0					5	
"Nothing changes, just my ability to pretend things are fine. The thought processes remain each and every day. I am all I ever thought I was. Some days I will ignore it better than others but it's always there.	3	1	3	2.333333333	0.6666666667	1.333333333	0.6666666667					2.333333333	
Which is why I rarely post on here any more. I am no poster boy for success.	1	0	0	0.3333333333	0.6666666667	0.3333333333	0.3333333333					0.3333333333	
Life hasn't improved, I still can't function as 'normal' and try to continue finding a route which just about suffices whilst continually making me feel half complete. I can't hold a job so take temporary ones but therefore can't be what I feel I need to be (financially stable, a non-burden on those around me) - I find short term solutions to long term problems but kind of know, deep down, that I will inevitably reach a D Day and will be unlikely see old age. That in itself is some comfort.	4	3	4	3.666666667	0.3333333333	0.6666666667	0.3333333333					3.666666667	
So I apologise for not giving a better answer. I wish I could give you a more positive spin. But in a world in which I see ever more proof that to succeed you need to be selfish then perhaps I was never cut out for humanity anyway.	1	1	1	1	0	0	0					1	
I am in a vicious circle largely of my own making or thought processes but it does not change the reality and such is my age that it is now impossible for me to repair the damage I, or my mind, has done to my life.	3	3	2	2.666666667	0.3333333333	0.3333333333	0.6666666667					2.666666667	
Mmm, maybe I should stop writing today. Good luck with your own journeys. Take solace in the belief that I am hopefully not typical. If you can find your cause you have hope of fixing it. If you have not messed stuff up because of it then hopefully things can get better from here. I have seen, and spoken to a few people, who have been at very very low points and gone on to have very successful and, more importantly, happy lives.	1	1	1	1	0	0	0					1	
But there is no one fix. I just hope you find yours.	0	0	0	0	0	0	0					0	
"At least you are honest about things. I am 65 now and am breathing air that should belong to people who deserve it. I also cannot see things changing.	3	3	3	3	0	0	0					3	
I am not suicidal but wish every night that I will not wake up in the morning.	4	4	4	4	0	0	0					4	
I guess that is life.	0	0	0	0	0	0	0					0	
There is no fix for me.	3	3	1	2.333333333	0.6666666667	0.6666666667	1.333333333					2.333333333	
